Time,FZ,C3,CZ,C4,PZ,PO7,OZ,PO8,AccX,AccY,AccZ,Gyro1,Gyro2,Gyro3,Battery,Counter,Validation
43041.1762844,158296.046875,136250.875,180706.078125,189540.203125,152530.546875,171871.6875,154991.390625,147260.984375,-0.07666015625,0.989990234375,-0.23095703125,-2.044677495956421,0.0610351525247097,0.7629393935203552,66.66667175292969,636941.0,1.0
43041.2725161,156258.453125,136207.328125,177246.75,188881.453125,152548.078125,171855.78125,154995.765625,147277.171875,-0.076171875,0.98974609375,-0.23193359375,-1.8005369901657104,-0.1525878757238388,0.5493163466453552,66.66667175292969,636964.0,1.0
43041.3556793,156395.25,136223.78125,177323.109375,188952.09375,152555.3125,171863.46875,155004.53125,147281.015625,-0.076904296875,0.98876953125,-0.229736328125,-1.7395018339157104,-0.3051757514476776,0.5187987685203552,66.66667175292969,636985.0,1.0
43041.4618587,158026.125,136236.84375,180525.484375,189436.671875,152542.171875,171869.90625,154996.296875,147269.21875,-0.080078125,0.989990234375,-0.232177734375,-2.166747808456421,-0.5493163466453552,0.3356933295726776,66.66667175292969,637008.0,1.0
43041.5412689,158050.4375,136282.265625,179801.640625,189514.734375,152553.703125,171882.78125,155016.78125,147276.8125,-0.073486328125,0.98681640625,-0.232421875,-1.6784666776657104,0.2746581733226776,0.9765624403953552,66.66667175292969,637032.0,1.0
43041.6425044,158067.875,136292.984375,179796.015625,189517.40625,152561.125,171891.09375,155015.703125,147273.953125,-0.078369140625,0.984375,-0.224609375,-2.929687261581421,-0.3356933295726776,0.7934569716453552,66.66667175292969,637057.0,1.0
43041.737515,156613.578125,136245.59375,177515.6875,189026.5625,152565.140625,171868.46875,155010.15625,147287.8125,-0.0791015625,0.99267578125,-0.2275390625,-1.2817381620407104,0.2441406100988388,0.5187987685203552,66.66667175292969,637081.0,1.0
43041.8204639,156810.09375,136244.96875,177773.625,189103.453125,152558.890625,171864.71875,155007.390625,147284.234375,-0.06787109375,0.990966796875,-0.23193359375,-1.4648436307907104,0.4272460639476776,1.2207030057907104,66.66667175292969,637102.0,1.0
43041.9081712,158315.625,136280.296875,180443.9375,189582.046875,152557.71875,171873.921875,155025.0,147283.34375,-0.07861328125,0.99462890625,-0.2314453125,-2.380370855331421,0.0610351525247097,0.6713866591453552,66.66667175292969,637124.0,1.0
43255.8179621,156391.671875,136434.15625,176852.015625,188320.4375,152153.34375,171584.15625,154918.609375,147046.953125,0.002685546875,0.968505859375,-0.32666015625,-1.8005369901657104,0.0,0.8544921278953552,66.66667175292969,690596.0,1.0
43255.8804193,157258.5625,136495.84375,178218.78125,188610.203125,152189.640625,171621.984375,154955.53125,147054.1875,-0.00244140625,0.96826171875,-0.327392578125,-1.8005369901657104,0.1831054538488388,0.1525878757238388,66.66667175292969,690609.0,1.0
43255.9354515,157587.3125,136451.0625,178983.03125,188682.078125,152142.96875,171580.9375,154916.90625,147035.0625,-0.006103515625,0.968505859375,-0.328369140625,-2.777099370956421,0.03051757626235485,0.9155272841453552,66.66667175292969,690626.0,1.0
43042.2400792,158047.3125,136294.0625,179801.28125,189521.96875,152568.640625,171886.4375,155024.828125,147282.890625,-0.070556640625,0.98828125,-0.23095703125,-1.4648436307907104,0.3356933295726776,1.0986326932907104,66.66667175292969,637207.0,1.0
43042.3506827,156376.484375,136223.515625,177288.5,188941.09375,152554.78125,171863.28125,155004.171875,147282.171875,-0.07080078125,0.99072265625,-0.2373046875,-1.1901854276657104,0.1220703050494194,1.0070799589157104,66.66667175292969,637235.0,1.0
43042.4487514,158031.84375,136254.1875,180517.875,189438.90625,152553.609375,171880.1875,155004.265625,147272.703125,-0.074462890625,0.996826171875,-0.233154296875,-2.014159917831421,0.2136230319738388,0.9155272841453552,66.66667175292969,637258.0,1.0
43042.5281728,157815.21875,136224.046875,180283.90625,189358.984375,152550.03125,171865.796875,155005.15625,147275.46875,-0.0810546875,0.996826171875,-0.236572265625,-1.8615721464157104,-0.1831054538488388,1.6784666776657104,66.66667175292969,637279.0,1.0
43256.2629372,155725.859375,136401.703125,176020.984375,188074.828125,152165.765625,171572.265625,154915.125,147047.03125,-0.003662109375,0.968505859375,-0.3232421875,-1.8310545682907104,-0.3662109076976776,0.5798339247703552,66.66667175292969,690708.0,1.0
43042.7419122,158239.8125,136298.34375,180157.484375,189570.609375,152576.5,171901.1875,155035.015625,147283.78125,-0.07080078125,0.989501953125,-0.237060546875,-1.0681151151657104,-0.1831054538488388,0.8544921278953552,66.66667175292969,637328.0,1.0
43042.8069013,158316.078125,136282.53125,180416.9375,189579.8125,152568.015625,171897.796875,155033.765625,147291.46875,-0.075439453125,0.989501953125,-0.240234375,-1.3427733182907104,0.5493163466453552,0.7629393935203552,66.66667175292969,637349.0,1.0
43042.892496,157324.8125,136210.28125,179596.1875,189189.015625,152555.484375,171858.640625,154999.15625,147281.375,-0.067138671875,0.987548828125,-0.23828125,-2.410888433456421,-0.2136230319738388,0.6408690810203552,66.66667175292969,637371.0,1.0
43043.000659,156197.75,136198.3125,177411.078125,188856.875,152564.4375,171852.828125,154999.78125,147287.8125,-0.07080078125,0.991943359375,-0.233642578125,-2.777099370956421,-0.7934569716453552,0.3662109076976776,66.66667175292969,637397.0,1.0
43256.5810211,156026.625,136360.671875,177314.078125,188083.953125,152145.5625,171555.453125,154905.46875,147044.71875,-0.000244140625,0.96337890625,-0.31884765625,-2.685546636581421,-0.1220703050494194,0.7019042372703552,66.66667175292969,690786.0,1.0
43043.1968981,157307.65625,136210.90625,179599.3125,189190.265625,152561.578125,171861.5,155006.140625,147286.640625,-0.07080078125,0.989013671875,-0.230224609375,-1.6784666776657104,-0.4272460639476776,0.6713866591453552,66.66667175292969,637446.0,1.0
43256.6985218,157731.890625,136462.953125,179486.484375,188686.90625,152161.921875,171596.9375,154925.671875,147036.84375,0.00048828125,0.963623046875,-0.32177734375,-2.105712652206421,-0.03051757626235485,0.1831054538488388,66.66667175292969,690818.0,1.0
43256.7635321,157324.8125,136478.953125,178384.984375,188606.0,152167.828125,171599.09375,154934.875,147051.0625,-0.0009765625,0.975830078125,-0.326416015625,-1.5258787870407104,0.03051757626235485,0.4577636420726776,66.66667175292969,690834.0,1.0
43043.4643955,156787.578125,136204.296875,178746.546875,189006.71875,152562.109375,171864.1875,154995.40625,147276.640625,-0.062255859375,0.988037109375,-0.23291015625,-1.9836424589157104,0.4272460639476776,1.0070799589157104,66.66667175292969,637513.0,1.0
43043.5711755,158201.546875,136278.59375,180665.84375,189507.3125,152577.578125,171898.0625,155027.59375,147291.03125,-0.0703125,0.995849609375,-0.228515625,-3.784179449081421,-1.1596678495407104,0.7934569716453552,66.66667175292969,637537.0,1.0
