Time,FZ,C3,CZ,C4,PZ,PO7,OZ,PO8,AccX,AccY,AccZ,Gyro1,Gyro2,Gyro3,Battery,Counter,Validation
14677.1544553,147981.15625,160311.375,156780.421875,166970.578125,162414.3125,163827.03125,139434.5625,140064.359375,-0.1962890625,0.99755859375,-0.24169921875,-19.195554733276367,12.786864280700684,-0.2136230319738388,86.66667175292969,656508.0,1.0
14871.491214,147716.0625,160256.296875,156644.078125,166580.234375,162410.28125,163676.375,140476.609375,139904.5,-0.233154296875,0.967529296875,-0.138916015625,-0.9460448622703552,-3.906249761581421,2.899169683456421,86.66667175292969,705103.0,1.0
14955.8613837,146771.21875,160304.578125,156701.65625,166565.03125,162448.828125,163703.5625,139916.46875,139662.734375,-0.063720703125,1.000732421875,-0.2158203125,-2.502441167831421,0.8544921278953552,1.4953612089157104,86.66667175292969,726204.0,1.0
14677.2844422,147310.25,160269.078125,156743.3125,166934.28125,162374.609375,163785.71875,137817.828125,139368.40625,-0.24462890625,0.92431640625,-0.23291015625,3.631591558456421,0.4882812201976776,2.502441167831421,86.66667175292969,656541.0,1.0
14956.1113536,146919.0,160337.390625,156732.5,166593.015625,162481.28125,163731.90625,139813.75,139571.984375,-0.0478515625,0.991455078125,-0.210693359375,-2.136230230331421,0.6713866591453552,1.0986326932907104,86.66667175292969,726264.0,1.0
14956.1474469,146290.828125,160322.71875,156715.0625,166570.484375,162466.171875,163725.28125,139481.421875,139405.421875,-0.052978515625,0.99365234375,-0.213623046875,-1.6174315214157104,0.0610351525247097,0.6713866591453552,86.66667175292969,726276.0,1.0
14789.1085758,146897.734375,160313.421875,156617.609375,166754.125,162443.015625,163792.078125,139945.0,139881.96875,-0.303466796875,0.94677734375,-0.24365234375,-1.2512205839157104,0.1525878757238388,0.7019042372703552,86.66667175292969,684506.0,1.0
14890.2104036,148044.8125,160221.609375,156665.265625,166584.15625,162421.546875,163654.46875,140725.875,140049.25,-0.1923828125,0.99072265625,-0.16552734375,-10.253905296325684,-5.950927257537842,-1.6174315214157104,86.66667175292969,709784.0,1.0
14677.3925412,146174.6875,160163.9375,156623.859375,166822.96875,162281.1875,163700.078125,139088.03125,139519.421875,-0.172607421875,0.951904296875,-0.310791015625,20.782468795776367,3.021239995956421,22.308347702026367,86.66667175292969,656569.0,1.0
14789.1310522,146682.25,160326.125,156623.15625,166761.8125,162455.078125,163803.0625,139805.609375,139826.34375,-0.3017578125,0.949462890625,-0.236083984375,-1.3122557401657104,-0.3356933295726776,0.6713866591453552,86.66667175292969,684510.0,1.0
14968.9674369,148141.5625,160335.234375,156701.734375,166576.734375,162448.109375,163717.421875,140710.140625,140002.390625,-0.06689453125,1.008056640625,-0.095458984375,-2.807616949081421,0.3356933295726776,1.4953612089157104,86.66667175292969,729479.0,1.0
14912.4419159,147040.15625,160309.046875,156671.078125,166645.671875,162441.125,163726.453125,140164.484375,139800.609375,0.002197265625,1.035888671875,-0.123291015625,0.0915527269244194,-3.814697027206421,11.993407249450684,86.66667175292969,715342.0,1.0
14677.5650005,148295.421875,160191.109375,156661.421875,166847.203125,162297.71875,163712.3125,141592.3125,140612.59375,-0.056884765625,0.9853515625,-0.33837890625,9.460448265075684,-7.415771007537842,15.258788108825684,86.66667175292969,656612.0,1.0
14969.1124338,147753.625,160329.78125,156693.25,166569.140625,162434.0625,163702.3125,140518.546875,139926.21875,-0.06787109375,1.0048828125,-0.089111328125,-2.685546636581421,-0.6713866591453552,1.0070799589157104,86.66667175292969,729517.0,1.0
14956.9525872,147561.84375,160322.71875,156716.21875,166578.890625,162456.78125,163710.796875,140212.328125,139739.71875,-0.05517578125,0.990478515625,-0.205322265625,-1.8005369901657104,-0.4272460639476776,0.7934569716453552,86.66667175292969,726477.0,1.0
14677.5950529,146406.703125,160213.375,156674.46875,166871.609375,162331.078125,163745.21875,140405.703125,140029.125,-0.031982421875,0.993896484375,-0.343505859375,5.645751476287842,-8.148192405700684,11.016844749450684,86.66667175292969,656619.0,1.0
14804.1065112,147868.234375,160269.4375,156597.84375,166700.03125,162421.640625,163683.078125,140593.015625,140092.78125,-0.044921875,0.97509765625,-0.261962890625,-3.479003667831421,-6.774901866912842,-5.096435070037842,86.66667175292969,688256.0,1.0
14890.7684587,146508.359375,160238.046875,156671.78125,166594.53125,162442.390625,163663.0625,139748.65625,139603.734375,-0.218017578125,0.97314453125,-0.1640625,-3.112792730331421,-4.669188976287842,-2.716064214706421,86.66667175292969,709919.0,1.0
14677.6606814,148405.578125,160205.78125,156673.671875,166858.46875,162311.9375,163727.34375,141750.5625,140733.75,-0.01708984375,0.98583984375,-0.338623046875,0.3051757514476776,-5.157470226287842,6.378173351287842,86.66667175292969,656633.0,1.0
14789.2085661,146905.859375,160327.109375,156638.96875,166775.046875,162464.28125,163799.9375,139946.328125,139895.46875,-0.289794921875,0.94775390625,-0.24365234375,-1.7089842557907104,-0.4882812201976776,0.2746581733226776,86.66667175292969,684531.0,1.0
14890.820951,147575.4375,160223.578125,156657.84375,166584.78125,162426.203125,163658.046875,140503.4375,139918.796875,-0.232177734375,0.975341796875,-0.15673828125,-3.051757574081421,0.9460448622703552,0.4272460639476776,86.66667175292969,709939.0,1.0
14677.7412854,148381.703125,160222.140625,156693.25,166876.703125,162320.875,163734.046875,141683.875,140704.234375,-0.019287109375,0.91943359375,-0.33544921875,0.1525878757238388,4.852294445037842,0.1831054538488388,86.66667175292969,656654.0,1.0
